Time,Z-axis,Y-axis,X-axis,Battery,∞Celsius,EDA(uS),Event
19:07.7,-0.41,-0.02,-0.73,-1,36.6,0,1
19:07.7,-0.4,-0.07,-0.78,-1,36.6,0,1
19:07.8,-0.42,0,-0.71,-1,36.6,0,1
19:07.8,-0.41,0.2,-0.8,-1,36.6,0,1
19:07.8,-0.37,0.17,-0.89,-1,36.6,0,1
19:07.8,-0.39,0.02,-0.78,-1,36.6,0,1
19:07.9,-0.32,0.38,-0.91,-1,36.6,0,1
19:07.9,-0.38,0.22,-0.7,-1,36.6,0,1
19:07.9,-0.38,-0.01,-0.62,-1,36.6,0,1
19:08.0,-0.39,0.25,-0.67,-1,36.6,0,1
19:08.0,-0.37,0.33,-0.67,-1,36.6,0,1
19:08.0,-0.36,0.24,-0.61,-1,36.6,0,1
19:08.1,-0.35,0.31,-0.74,-1,36.8,0,1
19:08.1,-0.32,0.17,-0.77,-1,36.6,0,1
19:08.1,-0.3,0.02,-0.79,-1,36.6,0,1
19:08.2,-0.3,0.19,-0.96,-1,36.6,0,1
19:08.2,-0.34,0.19,-0.9,-1,36.6,0,1
19:08.2,-0.31,0,-0.69,-1,36.6,0,1
19:08.2,-0.3,0.12,-0.73,-1,36.6,0,1
19:08.3,-0.32,0.14,-0.57,-1,36.6,0,1
19:08.3,-0.18,0.44,-1.13,-1,36.6,0.002,1
19:08.3,-0.3,0.26,-0.77,-1,36.6,0.004,1
19:08.4,-0.25,0.19,-0.75,-1,36.6,0.008,1
19:08.4,-0.29,0.08,-0.8,-1,36.6,0.008,1
19:08.4,-0.26,0.26,-0.74,-1,36.6,0.008,1
19:08.5,-0.32,0.4,-0.75,-1,36.6,0.012,1
19:08.5,-0.29,0.29,-0.71,-1,36.6,0.012,1
19:08.5,-0.3,0.48,-0.79,-1,36.6,0.012,1
19:08.6,-0.21,0.17,-0.78,-1,36.6,0.008,1
19:08.6,-0.2,0.18,-0.82,-1,36.6,0.008,1
19:08.6,-0.29,0.35,-0.86,-1,36.6,0.008,1
19:08.7,-0.25,0.32,-0.65,-1,36.6,0.006,1
19:08.7,-0.26,0.5,-0.56,-1,36.6,0.006,1
19:08.7,-0.29,0.55,-0.54,-1,36.6,0.006,1
19:08.7,-0.26,0.36,-0.46,-1,36.6,0.006,1
19:08.8,-0.38,0.17,-0.31,-1,36.6,0.004,1
19:08.8,-0.11,0.35,-0.66,-1,36.6,0.008,1
19:08.8,-0.07,0.18,-0.98,-1,36.6,0.008,1
19:08.9,-0.12,-0.11,-1.15,-1,36.6,0.01,1
19:08.9,-0.08,-0.05,-1.23,-1,36.6,0.012,1
19:08.9,-0.13,0.13,-1.11,-1,36.6,0.012,1
19:09.0,-0.12,0.26,-0.88,-1,36.6,0.012,1
19:09.0,-0.12,0.3,-0.73,-1,36.6,0.012,1
19:09.0,-0.17,0.3,-0.65,-1,36.6,0.012,1
19:09.1,-0.16,0.28,-0.65,-1,36.6,0.012,1
19:09.1,-0.1,0.41,-0.72,-1,36.6,0.012,1
19:09.1,-0.17,0.31,-0.73,-1,36.6,0.012,1
19:09.2,-0.23,0.31,-0.8,-1,36.6,0.012,1
19:09.2,-0.14,0.33,-0.82,-1,36.6,0.01,1
19:09.2,-0.22,0.27,-0.82,-1,36.6,0.01,1
19:09.3,-0.14,0.3,-0.78,-1,36.6,0.012,1
19:09.3,-0.16,0.32,-0.75,-1,36.6,0.012,1
19:09.3,-0.15,0.33,-0.68,-1,36.6,0.012,1
19:09.3,-0.16,0.43,-0.72,-1,36.6,0.012,1
19:09.4,0,0.43,-0.7,-1,36.6,0.012,1
19:09.4,-0.19,0.32,-0.73,-1,36.6,0.012,1
19:09.4,-0.16,0.16,-0.73,-1,36.6,0.012,1
19:09.5,-0.16,0.31,-0.81,-1,36.6,0.014,1
19:09.5,-0.14,0.32,-0.8,-1,36.6,0.014,1
19:09.5,-0.14,0.22,-0.78,-1,36.6,0.016,1
19:09.6,-0.09,0.28,-0.82,-1,36.6,0.016,1
19:09.6,-0.13,0.25,-0.8,-1,36.6,0.016,1
19:09.6,-0.15,0.2,-0.8,-1,36.6,0.014,1
19:09.7,-0.16,0.13,-0.78,-1,36.6,0.014,1
19:09.7,-0.12,0.1,-0.8,-1,36.6,0.014,1
19:09.7,-0.12,0.15,-0.8,-1,36.6,0.012,1
19:09.8,-0.13,0.25,-0.79,-1,36.6,0.012,1
19:09.8,-0.08,0.22,-0.84,-1,36.6,0.012,1
19:09.8,-0.1,0.09,-0.81,-1,36.6,0.012,1
19:09.8,-0.11,0.04,-0.84,-1,36.6,0.012,1
19:09.9,-0.07,-0.06,-0.81,-1,36.6,0.012,1
19:09.9,-0.06,-0.07,-0.88,-1,36.6,0.01,1
19:09.9,-0.1,-0.08,-0.85,-1,36.6,0.01,1
19:10.0,-0.11,-0.03,-0.83,-1,36.6,0.008,1
19:10.0,-0.15,0.24,-1,-1,36.6,0.008,1
19:10.0,-0.05,-0.12,-0.79,-1,36.6,0.008,1
19:10.1,-0.09,-0.1,-0.8,-1,36.6,0.008,1
19:10.1,-0.08,-0.05,-0.85,-1,36.6,0.006,1
19:10.1,-0.07,-0.11,-0.8,-1,36.6,0.006,1
19:10.2,-0.03,-0.06,-0.86,-1,36.6,0.008,1
19:10.2,-0.07,-0.06,-0.86,-1,36.6,0.008,1
19:10.2,-0.07,0,-0.83,-1,36.6,0.008,1
19:10.2,-0.07,0.01,-0.84,-1,36.6,0.008,1
19:10.3,-0.09,0.02,-0.86,-1,36.6,0.008,1
19:10.3,-0.07,0,-0.83,-1,36.6,0.008,1
19:10.3,-0.05,0,-0.84,-1,36.6,0.008,1
19:10.4,-0.06,0,-0.89,-1,36.6,0.008,1
19:10.4,-0.05,-0.03,-0.86,-1,36.6,0.008,1
19:10.4,-0.06,-0.04,-0.82,-1,36.6,0.008,1
19:10.5,-0.06,-0.02,-0.85,-1,36.6,0.008,1
19:10.5,-0.02,0.33,-0.75,-1,36.6,0.006,1
19:10.5,-0.07,-0.12,-0.69,-1,36.6,0.006,1
19:10.6,-0.04,0,-0.87,-1,36.6,0.006,1
19:10.6,-0.02,0,-0.88,-1,36.6,0.006,1
19:10.6,-0.02,0,-0.82,-1,36.6,0.008,1
19:10.7,-0.04,0,-0.86,-1,36.6,0.008,1
19:10.7,-0.05,-0.01,-0.81,-1,36.6,0.006,1
19:10.7,-0.06,0,-0.81,-1,36.6,0.006,1
19:10.7,-0.09,0,-0.87,-1,36.6,0.008,1
19:10.8,-0.1,0,-0.84,-1,36.6,0.008,1
19:10.8,-0.1,0.03,-0.83,-1,36.6,0.008,1
19:10.8,-0.11,0,-0.83,-1,36.6,0.008,1
19:10.9,-0.09,-0.03,-0.77,-1,36.6,0.006,1
19:10.9,-0.06,0.02,-0.83,-1,36.6,0.006,1
19:10.9,-0.02,0.07,-0.88,-1,36.6,0.006,1
19:11.0,0,0.05,-0.85,-1,36.6,0.004,1
19:11.0,0,0.1,-0.85,-1,36.6,0.008,1
19:11.0,0,0.11,-0.87,-1,36.6,0.008,1
19:11.1,-0.02,0.1,-0.85,-1,36.6,0.006,1
19:11.1,-0.02,0.09,-0.83,-1,36.6,0.006,1
19:11.1,-0.02,0.11,-0.85,-1,36.6,0.006,1
19:11.2,-0.01,0.11,-0.84,-1,36.6,0.006,1
19:11.2,0,0.1,-0.83,-1,36.6,0.006,1
19:11.2,0.04,0.11,-0.83,-1,36.6,0.006,1
19:11.3,0.06,0.12,-0.86,-1,36.6,0.008,1
19:11.3,0.06,0.03,-0.83,-1,36.6,0.006,1
19:11.3,0.02,0.03,-0.84,-1,36.6,0.006,1
19:11.3,-0.01,0.02,-0.86,-1,36.6,0.006,1
19:11.4,-0.05,0.03,-0.83,-1,36.6,0.006,1
19:11.4,-0.1,0.04,-0.82,-1,36.6,0.006,1
19:11.4,-0.11,0.06,-0.82,-1,36.6,0.006,1
19:11.5,-0.08,0.04,-0.81,-1,36.6,0.006,1
19:11.5,-0.05,0.03,-0.81,-1,36.6,0.006,1
19:11.5,-0.05,0.08,-0.84,-1,36.6,0.006,1
19:11.6,-0.03,0.03,-0.78,-1,36.6,0.006,1
19:11.6,0,0.04,-0.78,-1,36.6,0.006,1
19:11.6,-0.02,0.08,-0.92,-1,36.6,0.006,1
19:11.7,-0.03,0.16,-0.93,-1,36.6,0.006,1
19:11.7,0,0.06,-0.83,-1,36.6,0.006,1
19:11.7,0.03,0.09,-0.92,-1,36.6,0.006,1
19:11.7,0.03,0.07,-0.94,-1,36.6,0.006,1
19:11.8,-0.06,0.06,-0.8,-1,36.6,0.006,1
19:11.8,-0.14,0.1,-0.73,-1,36.6,0.006,1
19:11.8,-0.2,0.19,-0.75,-1,36.6,0.006,1
19:11.9,-0.19,0.18,-0.77,-1,36.6,0.006,1
19:11.9,-0.22,0.11,-0.82,-1,36.6,0.006,1
19:11.9,-0.14,0.05,-0.8,-1,36.6,0.008,1
19:12.0,-0.09,0.05,-0.88,-1,36.6,0.008,1
19:12.0,-0.03,0.11,-0.84,-1,36.6,0.006,1
19:12.0,-0.05,0.12,-0.84,-1,36.6,0.006,1
